,trapid,week,wnv_prob,pct0,pct10,pct100,pct20,pct30,pct40,pct50,pct60,pct70,pct80,pct90
51,T1,52,0.6943638386405758,1,1,0,1,1,1,1,1,0,0,0
52,T2,1,0.627754435763435,1,1,0,1,1,1,1,1,0,0,0
53,T2,2,0.745615108683986,1,1,0,1,1,1,1,1,1,0,0
54,T2,3,0.09749050138800153,1,0,0,0,0,0,0,0,0,0,0
55,T2,4,0.33313441863503657,1,1,0,1,1,0,0,0,0,0,0
56,T2,5,0.5443639220681192,1,1,0,1,1,1,1,0,0,0,0
57,T2,6,0.3827522610613926,1,1,0,1,1,0,0,0,0,0,0
58,T2,7,0.9122219355100473,1,1,0,1,1,1,1,1,1,1,1
59,T2,8,0.1731240891972493,1,1,0,0,0,0,0,0,0,0,0
60,T2,9,0.07522758275797392,1,0,0,0,0,0,0,0,0,0,0
61,T2,10,0.8535732153394623,1,1,0,1,1,1,1,1,1,1,0
62,T2,11,0.49996329304711573,1,1,0,1,1,1,0,0,0,0,0
63,T2,12,0.11064312031414303,1,1,0,0,0,0,0,0,0,0,0
64,T2,13,0.8638392196444383,1,1,0,1,1,1,1,1,1,1,0
65,T2,14,0.7120924019698802,1,1,0,1,1,1,1,1,1,0,0
66,T2,15,0.7507250034955999,1,1,0,1,1,1,1,1,1,0,0
67,T2,16,0.89921111318611,1,1,0,1,1,1,1,1,1,1,0
68,T2,17,0.4346640664981841,1,1,0,1,1,1,0,0,0,0,0
69,T2,18,0.10717863478283196,1,1,0,0,0,0,0,0,0,0,0
70,T2,19,0.9413159804533942,1,1,0,1,1,1,1,1,1,1,1
71,T2,20,0.42039613149555155,1,1,0,1,1,1,0,0,0,0,0
72,T2,21,0.8667422380233202,1,1,0,1,1,1,1,1,1,1,0
73,T2,22,0.6722565793316703,1,1,0,1,1,1,1,1,0,0,0
74,T2,23,0.3320494918140322,1,1,0,1,1,0,0,0,0,0,0
75,T2,24,0.9400795016885543,1,1,0,1,1,1,1,1,1,1,1
76,T2,25,0.13371263220784246,1,1,0,0,0,0,0,0,0,0,0
77,T2,26,0.1933613941358422,1,1,0,0,0,0,0,0,0,0,0
78,T2,27,0.20913536565386126,1,1,0,1,0,0,0,0,0,0,0
79,T2,28,0.7725765672596161,1,1,0,1,1,1,1,1,1,0,0
80,T2,29,0.6626348456222816,1,1,0,1,1,1,1,1,0,0,0
81,T2,30,0.5457055984732738,1,1,0,1,1,1,1,0,0,0,0
82,T2,31,0.6978954517326995,1,1,0,1,1,1,1,1,0,0,0
83,T2,32,0.7549765772470681,1,1,0,1,1,1,1,1,1,0,0
84,T2,33,0.6738433250442687,1,1,0,1,1,1,1,1,0,0,0
85,T2,34,0.2773063944333761,1,1,0,1,0,0,0,0,0,0,0
86,T2,35,0.011355528093326406,1,0,0,0,0,0,0,0,0,0,0
87,T2,36,0.7925112856797987,1,1,0,1,1,1,1,1,1,0,0
88,T2,37,0.9862437909537715,1,1,0,1,1,1,1,1,1,1,1
89,T2,38,0.923318151849764,1,1,0,1,1,1,1,1,1,1,1
90,T2,39,0.027442762110245766,1,0,0,0,0,0,0,0,0,0,0
91,T2,40,0.29943903979402586,1,1,0,1,0,0,0,0,0,0,0
92,T2,41,0.6492968529088092,1,1,0,1,1,1,1,1,0,0,0
93,T2,42,0.4678269718850413,1,1,0,1,1,1,0,0,0,0,0
94,T2,43,0.7882553464102555,1,1,0,1,1,1,1,1,1,0,0
95,T2,44,0.1447342382276221,1,1,0,0,0,0,0,0,0,0,0
96,T2,45,0.9907049228216498,1,1,0,1,1,1,1,1,1,1,1
97,T2,46,0.19680532666930894,1,1,0,0,0,0,0,0,0,0,0
98,T2,47,0.5452652893695701,1,1,0,1,1,1,1,0,0,0,0
99,T2,48,0.01164068652476935,1,0,0,0,0,0,0,0,0,0,0
100,T2,49,0.6168503506922645,1,1,0,1,1,1,1,1,0,0,0
101,T2,50,0.050630662844426966,1,0,0,0,0,0,0,0,0,0,0
102,T2,51,0.9774832879769485,1,1,0,1,1,1,1,1,1,1,1
103,T2,52,0.2100593863104192,1,1,0,1,0,0,0,0,0,0,0
104,T3,1,0.7336704536310977,1,1,0,1,1,1,1,1,1,0,0
105,T3,2,0.33718094799961107,1,1,0,1,1,0,0,0,0,0,0
106,T3,3,0.0897013024348502,1,0,0,0,0,0,0,0,0,0,0
107,T3,4,0.8700134436729298,1,1,0,1,1,1,1,1,1,1,0
108,T3,5,0.9880144674941541,1,1,0,1,1,1,1,1,1,1,1
109,T3,6,0.4085747264327022,1,1,0,1,1,1,0,0,0,0,0
110,T3,7,0.9558568505596134,1,1,0,1,1,1,1,1,1,1,1
111,T3,8,0.7185653489453074,1,1,0,1,1,1,1,1,1,0,0
112,T3,9,0.9285609610315889,1,1,0,1,1,1,1,1,1,1,1
113,T3,10,0.17398266506307025,1,1,0,0,0,0,0,0,0,0,0
114,T3,11,0.6152394179885622,1,1,0,1,1,1,1,1,0,0,0
115,T3,12,0.5177706394443831,1,1,0,1,1,1,1,0,0,0,0
116,T3,13,0.5031167650728086,1,1,0,1,1,1,1,0,0,0,0
117,T3,14,0.840140217666586,1,1,0,1,1,1,1,1,1,1,0
118,T3,15,0.8445605809517553,1,1,0,1,1,1,1,1,1,1,0
119,T3,16,0.32568095051942647,1,1,0,1,1,0,0,0,0,0,0
120,T3,17,0.7919711541957504,1,1,0,1,1,1,1,1,1,0,0
121,T3,18,0.7012009317290689,1,1,0,1,1,1,1,1,1,0,0
122,T3,19,0.6604063184350063,1,1,0,1,1,1,1,1,0,0,0
123,T3,20,0.6170371400471294,1,1,0,1,1,1,1,1,0,0,0
124,T3,21,0.6527077109137471,1,1,0,1,1,1,1,1,0,0,0
125,T3,22,0.21283865877168118,1,1,0,1,0,0,0,0,0,0,0
126,T3,23,0.8673135406030326,1,1,0,1,1,1,1,1,1,1,0
127,T3,24,0.39257010258502645,1,1,0,1,1,0,0,0,0,0,0
128,T3,25,0.2051805227716872,1,1,0,1,0,0,0,0,0,0,0
129,T3,26,0.24739915268614388,1,1,0,1,0,0,0,0,0,0,0
130,T3,27,0.21565369741952534,1,1,0,1,0,0,0,0,0,0,0
131,T3,28,0.15509321079522942,1,1,0,0,0,0,0,0,0,0,0
132,T3,29,0.649065666286672,1,1,0,1,1,1,1,1,0,0,0
133,T3,30,0.6801979662504352,1,1,0,1,1,1,1,1,0,0,0
134,T3,31,0.06393170575903584,1,0,0,0,0,0,0,0,0,0,0
135,T3,32,0.1826370170242615,1,1,0,0,0,0,0,0,0,0,0
136,T3,33,0.895194162956469,1,1,0,1,1,1,1,1,1,1,0
137,T3,34,0.5450036579369524,1,1,0,1,1,1,1,0,0,0,0
138,T3,35,0.5972833380386925,1,1,0,1,1,1,1,0,0,0,0
139,T3,36,0.6712627628654568,1,1,0,1,1,1,1,1,0,0,0
140,T3,37,0.2917226212549827,1,1,0,1,0,0,0,0,0,0,0
141,T3,38,0.1400775535415837,1,1,0,0,0,0,0,0,0,0,0
142,T3,39,0.18277759370827318,1,1,0,0,0,0,0,0,0,0,0
143,T3,40,0.8416409574497766,1,1,0,1,1,1,1,1,1,1,0
144,T3,41,0.32013441917808105,1,1,0,1,1,0,0,0,0,0,0
145,T3,42,0.6589461923279685,1,1,0,1,1,1,1,1,0,0,0
146,T3,43,0.7005133275757591,1,1,0,1,1,1,1,1,1,0,0
147,T3,44,0.1242026833663249,1,1,0,0,0,0,0,0,0,0,0
148,T3,45,0.6175620210913978,1,1,0,1,1,1,1,1,0,0,0
149,T3,46,0.13374476791414325,1,1,0,0,0,0,0,0,0,0,0
150,T3,47,0.6165315868105848,1,1,0,1,1,1,1,1,0,0,0
151,T3,48,0.5185739141745537,1,1,0,1,1,1,1,0,0,0,0
152,T3,49,0.38559445431523454,1,1,0,1,1,0,0,0,0,0,0
153,T3,50,0.514144067952869,1,1,0,1,1,1,1,0,0,0,0
154,T3,51,0.007804419265436735,1,0,0,0,0,0,0,0,0,0,0
155,T3,52,0.5791781767017686,1,1,0,1,1,1,1,0,0,0,0
156,T4,1,0.8715231247926774,1,1,0,1,1,1,1,1,1,1,0
157,T4,2,0.8927845312668838,1,1,0,1,1,1,1,1,1,1,0
158,T4,3,0.8027263668904117,1,1,0,1,1,1,1,1,1,1,0
159,T4,4,0.23897144700523598,1,1,0,1,0,0,0,0,0,0,0
160,T4,5,0.4227985034903997,1,1,0,1,1,1,0,0,0,0,0
161,T4,6,0.5856038705616254,1,1,0,1,1,1,1,0,0,0,0
162,T4,7,0.22767047179603317,1,1,0,1,0,0,0,0,0,0,0
163,T4,8,0.1762701099096411,1,1,0,0,0,0,0,0,0,0,0
164,T4,9,0.22247578321839134,1,1,0,1,0,0,0,0,0,0,0
165,T4,10,0.5944538168406932,1,1,0,1,1,1,1,0,0,0,0
166,T4,11,0.8909732846724621,1,1,0,1,1,1,1,1,1,1,0
167,T4,12,0.9744180286961374,1,1,0,1,1,1,1,1,1,1,1
168,T4,13,0.14782461790703139,1,1,0,0,0,0,0,0,0,0,0
169,T4,14,0.26746260828779356,1,1,0,1,0,0,0,0,0,0,0
170,T4,15,0.031248664351703592,1,0,0,0,0,0,0,0,0,0,0
171,T4,16,0.5353904040814049,1,1,0,1,1,1,1,0,0,0,0
172,T4,17,0.48001844785461933,1,1,0,1,1,1,0,0,0,0,0
173,T4,18,0.6005528086244636,1,1,0,1,1,1,1,1,0,0,0
174,T4,19,0.6342775105310257,1,1,0,1,1,1,1,1,0,0,0
175,T4,20,0.5921933388179063,1,1,0,1,1,1,1,0,0,0,0
176,T4,21,0.9079034789497636,1,1,0,1,1,1,1,1,1,1,1
177,T4,22,0.9260351373885439,1,1,0,1,1,1,1,1,1,1,1
178,T4,23,0.740770389532107,1,1,0,1,1,1,1,1,1,0,0
179,T4,24,0.12347799352999378,1,1,0,0,0,0,0,0,0,0,0
180,T4,25,0.03172678999758449,1,0,0,0,0,0,0,0,0,0,0
181,T4,26,0.2560278145698903,1,1,0,1,0,0,0,0,0,0,0
182,T4,27,0.18754755176835936,1,1,0,0,0,0,0,0,0,0,0
183,T4,28,0.19335873971282536,1,1,0,0,0,0,0,0,0,0,0
184,T4,29,0.6768196698483883,1,1,0,1,1,1,1,1,0,0,0
185,T4,30,0.3198739830241275,1,1,0,1,1,0,0,0,0,0,0
186,T4,31,0.6916805808367817,1,1,0,1,1,1,1,1,0,0,0
187,T4,32,0.0781232924052474,1,0,0,0,0,0,0,0,0,0,0
188,T4,33,0.6063586848167112,1,1,0,1,1,1,1,1,0,0,0
189,T4,34,0.06588252000824624,1,0,0,0,0,0,0,0,0,0,0
190,T4,35,0.10207481073447,1,1,0,0,0,0,0,0,0,0,0
191,T4,36,0.0073403234408616624,1,0,0,0,0,0,0,0,0,0,0
192,T4,37,0.6629571117877492,1,1,0,1,1,1,1,1,0,0,0
193,T4,38,0.6335037023578085,1,1,0,1,1,1,1,1,0,0,0
194,T4,39,0.8891511875071746,1,1,0,1,1,1,1,1,1,1,0
195,T4,40,0.03874048539613395,1,0,0,0,0,0,0,0,0,0,0
196,T4,41,0.12313872863223185,1,1,0,0,0,0,0,0,0,0,0
197,T4,42,0.2832136710415223,1,1,0,1,0,0,0,0,0,0,0
198,T4,43,0.16167807226018693,1,1,0,0,0,0,0,0,0,0,0
199,T4,44,0.8868251558319926,1,1,0,1,1,1,1,1,1,1,0
200,T4,45,0.5635541650686114,1,1,0,1,1,1,1,0,0,0,0
201,T4,46,0.090618210047818,1,0,0,0,0,0,0,0,0,0,0
202,T4,47,0.040852318828875855,1,0,0,0,0,0,0,0,0,0,0
203,T4,48,0.17639638580101857,1,1,0,0,0,0,0,0,0,0,0
204,T4,49,0.5549515262445588,1,1,0,1,1,1,1,0,0,0,0
205,T4,50,0.6653191667743162,1,1,0,1,1,1,1,1,0,0,0
206,T4,51,0.5614637285620213,1,1,0,1,1,1,1,0,0,0,0
207,T4,52,0.5394721130584512,1,1,0,1,1,1,1,0,0,0,0
208,T5,1,0.8825849629225438,1,1,0,1,1,1,1,1,1,1,0
209,T5,2,0.5361246706154006,1,1,0,1,1,1,1,0,0,0,0
210,T5,3,0.44838859167917167,1,1,0,1,1,1,0,0,0,0,0
211,T5,4,0.5721638248598164,1,1,0,1,1,1,1,0,0,0,0
212,T5,5,0.30280233984163685,1,1,0,1,1,0,0,0,0,0,0
213,T5,6,0.19361164259304187,1,1,0,0,0,0,0,0,0,0,0
214,T5,7,0.21459587866537833,1,1,0,1,0,0,0,0,0,0,0
215,T5,8,0.20585912184155064,1,1,0,1,0,0,0,0,0,0,0
216,T5,9,0.6372122810233619,1,1,0,1,1,1,1,1,0,0,0
217,T5,10,0.9375886171570695,1,1,0,1,1,1,1,1,1,1,1
218,T5,11,0.15614941859509213,1,1,0,0,0,0,0,0,0,0,0
219,T5,12,0.8889542470250397,1,1,0,1,1,1,1,1,1,1,0
220,T5,13,0.040120239455387896,1,0,0,0,0,0,0,0,0,0,0
221,T5,14,0.10480710250643077,1,1,0,0,0,0,0,0,0,0,0
222,T5,15,0.9894146170879955,1,1,0,1,1,1,1,1,1,1,1
223,T5,16,0.435432597970153,1,1,0,1,1,1,0,0,0,0,0
224,T5,17,0.35505945939846384,1,1,0,1,1,0,0,0,0,0,0
225,T5,18,0.4669663149365384,1,1,0,1,1,1,0,0,0,0,0
226,T5,19,0.8896531549211516,1,1,0,1,1,1,1,1,1,1,0
227,T5,20,0.5373042130978741,1,1,0,1,1,1,1,0,0,0,0
228,T5,21,0.0698128548483612,1,0,0,0,0,0,0,0,0,0,0
229,T5,22,0.3180785728186454,1,1,0,1,1,0,0,0,0,0,0
230,T5,23,0.7655549494164088,1,1,0,1,1,1,1,1,1,0,0
231,T5,24,0.49863457972881886,1,1,0,1,1,1,0,0,0,0,0
232,T5,25,0.11777972873337361,1,1,0,0,0,0,0,0,0,0,0
233,T5,26,0.8823611029569242,1,1,0,1,1,1,1,1,1,1,0
234,T5,27,0.8993240607669221,1,1,0,1,1,1,1,1,1,1,0
235,T5,28,0.040515101609930326,1,0,0,0,0,0,0,0,0,0,0
236,T5,29,0.5876523153552845,1,1,0,1,1,1,1,0,0,0,0
237,T5,30,0.4870296361202443,1,1,0,1,1,1,0,0,0,0,0
238,T5,31,0.07000173618545769,1,0,0,0,0,0,0,0,0,0,0
239,T5,32,0.2982962873296412,1,1,0,1,0,0,0,0,0,0,0
240,T5,33,0.3137953741264701,1,1,0,1,1,0,0,0,0,0,0
241,T5,34,0.7092624380938432,1,1,0,1,1,1,1,1,1,0,0
242,T5,35,0.8466264795996882,1,1,0,1,1,1,1,1,1,1,0
243,T5,36,0.5303848639368739,1,1,0,1,1,1,1,0,0,0,0
244,T5,37,0.30737706559634637,1,1,0,1,1,0,0,0,0,0,0
245,T5,38,0.9185435867731534,1,1,0,1,1,1,1,1,1,1,1
246,T5,39,0.1555845166972284,1,1,0,0,0,0,0,0,0,0,0
247,T5,40,0.8619119434503534,1,1,0,1,1,1,1,1,1,1,0
248,T5,41,0.2646358096798215,1,1,0,1,0,0,0,0,0,0,0
249,T5,42,0.36631291293472534,1,1,0,1,1,0,0,0,0,0,0
250,T5,43,0.9072337992128808,1,1,0,1,1,1,1,1,1,1,1
251,T5,44,0.7762699923161887,1,1,0,1,1,1,1,1,1,0,0
252,T5,45,0.6975467376407523,1,1,0,1,1,1,1,1,0,0,0
253,T5,46,0.06123763435557006,1,0,0,0,0,0,0,0,0,0,0
254,T5,47,0.06536547484609778,1,0,0,0,0,0,0,0,0,0,0
255,T5,48,0.9523689219320625,1,1,0,1,1,1,1,1,1,1,1
256,T5,49,0.40977555662535137,1,1,0,1,1,1,0,0,0,0,0
257,T5,50,0.985743528062614,1,1,0,1,1,1,1,1,1,1,1
258,T5,51,0.39924826004633474,1,1,0,1,1,0,0,0,0,0,0
259,T5,52,0.18812954084945877,1,1,0,0,0,0,0,0,0,0,0
260,T6,1,0.30163744852957,1,1,0,1,1,0,0,0,0,0,0
261,T6,2,0.2725333622134669,1,1,0,1,0,0,0,0,0,0,0
262,T6,3,0.35561211745057253,1,1,0,1,1,0,0,0,0,0,0
263,T6,4,0.12706336504740579,1,1,0,0,0,0,0,0,0,0,0
264,T6,5,0.8498869536224234,1,1,0,1,1,1,1,1,1,1,0
265,T6,6,0.7192787219240854,1,1,0,1,1,1,1,1,1,0,0
266,T6,7,0.45688393645101444,1,1,0,1,1,1,0,0,0,0,0
267,T6,8,0.8527508830855824,1,1,0,1,1,1,1,1,1,1,0
268,T6,9,0.2709871607394835,1,1,0,1,0,0,0,0,0,0,0
269,T6,10,0.3083987066082786,1,1,0,1,1,0,0,0,0,0,0
270,T6,11,0.8981764908206783,1,1,0,1,1,1,1,1,1,1,0
271,T6,12,0.44065920830936844,1,1,0,1,1,1,0,0,0,0,0
272,T6,13,0.2860080712911718,1,1,0,1,0,0,0,0,0,0,0
273,T6,14,0.341525695470573,1,1,0,1,1,0,0,0,0,0,0
274,T6,15,0.5516851442386702,1,1,0,1,1,1,1,0,0,0,0
275,T6,16,0.42525729051354577,1,1,0,1,1,1,0,0,0,0,0
276,T6,17,0.5842454163087093,1,1,0,1,1,1,1,0,0,0,0
277,T6,18,0.6216365934429076,1,1,0,1,1,1,1,1,0,0,0
278,T6,19,0.7578576830208604,1,1,0,1,1,1,1,1,1,0,0
279,T6,20,0.05907251002841585,1,0,0,0,0,0,0,0,0,0,0
280,T6,21,0.1980590986910895,1,1,0,0,0,0,0,0,0,0,0
281,T6,22,0.640468551082376,1,1,0,1,1,1,1,1,0,0,0
282,T6,23,0.6266461812364995,1,1,0,1,1,1,1,1,0,0,0
283,T6,24,0.7749846188590416,1,1,0,1,1,1,1,1,1,0,0
284,T6,25,0.6848878469218109,1,1,0,1,1,1,1,1,0,0,0
285,T6,26,0.05962284233658266,1,0,0,0,0,0,0,0,0,0,0
286,T6,27,0.3386009399469815,1,1,0,1,1,0,0,0,0,0,0
287,T6,28,0.052285573093707516,1,0,0,0,0,0,0,0,0,0,0
288,T6,29,0.4825183767672411,1,1,0,1,1,1,0,0,0,0,0
289,T6,30,0.7921070542797404,1,1,0,1,1,1,1,1,1,0,0
290,T6,31,0.6485932631050793,1,1,0,1,1,1,1,1,0,0,0
291,T6,32,0.9268107602373068,1,1,0,1,1,1,1,1,1,1,1
292,T6,33,0.757705763394391,1,1,0,1,1,1,1,1,1,0,0
293,T6,34,0.3764690008640075,1,1,0,1,1,0,0,0,0,0,0
294,T6,35,0.3455628470244354,1,1,0,1,1,0,0,0,0,0,0
295,T6,36,0.1272140469959796,1,1,0,0,0,0,0,0,0,0,0
296,T6,37,0.6946546720835594,1,1,0,1,1,1,1,1,0,0,0
297,T6,38,0.3798071172579507,1,1,0,1,1,0,0,0,0,0,0
298,T6,39,0.7447596690989133,1,1,0,1,1,1,1,1,1,0,0
299,T6,40,0.07952819014263746,1,0,0,0,0,0,0,0,0,0,0
300,T6,41,0.35825593249598864,1,1,0,1,1,0,0,0,0,0,0
301,T6,42,0.37238717117268383,1,1,0,1,1,0,0,0,0,0,0
302,T6,43,0.12401827628736317,1,1,0,0,0,0,0,0,0,0,0
303,T6,44,0.547534984875388,1,1,0,1,1,1,1,0,0,0,0
304,T6,45,0.678503765485445,1,1,0,1,1,1,1,1,0,0,0
305,T6,46,0.1659095058877199,1,1,0,0,0,0,0,0,0,0,0
306,T6,47,0.3369901288631659,1,1,0,1,1,0,0,0,0,0,0
307,T6,48,0.19844874822524383,1,1,0,0,0,0,0,0,0,0,0
308,T6,49,0.9853278256781766,1,1,0,1,1,1,1,1,1,1,1
309,T6,50,0.8517660988486687,1,1,0,1,1,1,1,1,1,1,0
310,T6,51,0.5168406484128291,1,1,0,1,1,1,1,0,0,0,0
311,T6,52,0.5376574359057045,1,1,0,1,1,1,1,0,0,0,0
312,T7,1,0.7759168892949482,1,1,0,1,1,1,1,1,1,0,0
313,T7,2,0.36168674706589543,1,1,0,1,1,0,0,0,0,0,0
314,T7,3,0.8506988360359996,1,1,0,1,1,1,1,1,1,1,0
315,T7,4,0.750568200539141,1,1,0,1,1,1,1,1,1,0,0
316,T7,5,0.13181656854139956,1,1,0,0,0,0,0,0,0,0,0
317,T7,6,0.9917658785317373,1,1,0,1,1,1,1,1,1,1,1
318,T7,7,0.024238222345371985,1,0,0,0,0,0,0,0,0,0,0
319,T7,8,0.4424878262112363,1,1,0,1,1,1,0,0,0,0,0
320,T7,9,0.7371278075795795,1,1,0,1,1,1,1,1,1,0,0
321,T7,10,0.9190529344362992,1,1,0,1,1,1,1,1,1,1,1
322,T7,11,0.8464396741211643,1,1,0,1,1,1,1,1,1,1,0
323,T7,12,0.3089700083714898,1,1,0,1,1,0,0,0,0,0,0
324,T7,13,0.6165963837668482,1,1,0,1,1,1,1,1,0,0,0
325,T7,14,0.07766749039149246,1,0,0,0,0,0,0,0,0,0,0
326,T7,15,0.049782308349172966,1,0,0,0,0,0,0,0,0,0,0
327,T7,16,0.9737288104515884,1,1,0,1,1,1,1,1,1,1,1
328,T7,17,0.8748582766453312,1,1,0,1,1,1,1,1,1,1,0
329,T7,18,0.2202407741563046,1,1,0,1,0,0,0,0,0,0,0
330,T7,19,0.21326408889600212,1,1,0,1,0,0,0,0,0,0,0
331,T7,20,0.4003549078514105,1,1,0,1,1,1,0,0,0,0,0
332,T7,21,0.05692475535730057,1,0,0,0,0,0,0,0,0,0,0
333,T7,22,0.20557696236966871,1,1,0,1,0,0,0,0,0,0,0
334,T7,23,0.6906997792340672,1,1,0,1,1,1,1,1,0,0,0
335,T7,24,0.5171516837265627,1,1,0,1,1,1,1,0,0,0,0
336,T7,25,0.6465084077879187,1,1,0,1,1,1,1,1,0,0,0
337,T7,26,0.9950779185582633,1,1,0,1,1,1,1,1,1,1,1
338,T7,27,0.40103725318116157,1,1,0,1,1,1,0,0,0,0,0
339,T7,28,0.8298333958935468,1,1,0,1,1,1,1,1,1,1,0
340,T7,29,0.6842091855738636,1,1,0,1,1,1,1,1,0,0,0
341,T7,30,0.6193907262522905,1,1,0,1,1,1,1,1,0,0,0
342,T7,31,0.9413218365572779,1,1,0,1,1,1,1,1,1,1,1
343,T7,32,0.5722440126354462,1,1,0,1,1,1,1,0,0,0,0
344,T7,33,0.9121112794780086,1,1,0,1,1,1,1,1,1,1,1
345,T7,34,0.6653792390059821,1,1,0,1,1,1,1,1,0,0,0
346,T7,35,0.9671137485955145,1,1,0,1,1,1,1,1,1,1,1
347,T7,36,0.4332101737735884,1,1,0,1,1,1,0,0,0,0,0
348,T7,37,0.6078782777900575,1,1,0,1,1,1,1,1,0,0,0
349,T7,38,0.08515640849773531,1,0,0,0,0,0,0,0,0,0,0
350,T7,39,0.5680977704900741,1,1,0,1,1,1,1,0,0,0,0
351,T7,40,0.32357196140971833,1,1,0,1,1,0,0,0,0,0,0
352,T7,41,0.6302152082338922,1,1,0,1,1,1,1,1,0,0,0
353,T7,42,0.7112956480140606,1,1,0,1,1,1,1,1,1,0,0
354,T7,43,0.6934856618510317,1,1,0,1,1,1,1,1,0,0,0
355,T7,44,0.044786143373571896,1,0,0,0,0,0,0,0,0,0,0
356,T7,45,0.34182889150312934,1,1,0,1,1,0,0,0,0,0,0
357,T7,46,0.5291516429766954,1,1,0,1,1,1,1,0,0,0,0
358,T7,47,0.9868102769482628,1,1,0,1,1,1,1,1,1,1,1
359,T7,48,0.20231165778494664,1,1,0,1,0,0,0,0,0,0,0
360,T7,49,0.6294583912628017,1,1,0,1,1,1,1,1,0,0,0
361,T7,50,0.3881219353260704,1,1,0,1,1,0,0,0,0,0,0
362,T7,51,0.1291512827410215,1,1,0,0,0,0,0,0,0,0,0
363,T7,52,0.17538421558932116,1,1,0,0,0,0,0,0,0,0,0
364,T8,1,0.41005098409780705,1,1,0,1,1,1,0,0,0,0,0
